	batch4.sig126	batch4.sig127N	batch4.sig127C	batch4.sig128N	batch4.sig128C	batch4.sig129N	batch4.sig129C	batch4.sig130N	batch4.sig130C	batch4.sig131N	batch4.sig131C	batch5.sig126	batch5.sig127N	batch5.sig127C	batch5.sig128N	batch5.sig128C	batch5.sig129N	batch5.sig129C	batch5.sig130N	batch5.sig130C	batch5.sig131N	batch5.sig131C
tr|G3V6R4|G3V6R4_RAT	41160.0423237758	50176.9200541024	50940.5444705342	50142.2931231938	45969.8321473127	52669.3524795046	48275.5362913096	47160.1576770106	48980.7851481849	54174.558958833	47840.6743608295	24333.2219903952	25857.4714979527	24815.6890636874	25128.4774988695	26441.2901156801	26337.96702857	24881.668155807	27458.0880324822	26699.9471097249	27097.2650072303	24772.1544739517
tr|D4A414|D4A414_RAT	102249.610070007	91604.3519160135	102580.176336774	97864.7744768308	100092.629953897	109390.192330045	72089.8032873645	98871.6281555539	99815.6482477358	97853.1592789779	95004.6248033138	187990.723636314	190971.048772249	163243.927955538	165640.978385849	142860.114963107	141286.090883736	165571.87084312	158920.220125217	151027.644502313	141002.438907934	166636.56455643
sp|Q99PS8|HRG_RAT	447339.513699346	455949.912180433	433568.142969252	349780.520160601	440266.608261596	420199.936456887	510317.415956392	334707.902622943	673029.904722107	470209.756711937	465793.867208417	223975.935256276	155318.981766096	168881.154450006	186808.34948767	224261.614442114	179291.823444354	180618.284519504	162002.897233074	164881.426951969	260399.788450492	173364.61430036
tr|G3V784|G3V784_RAT	250072.28249865	278204.079615176	259432.194028399	311221.584560158	259813.838576032	249985.347908273	328735.115132595	298530.212127818	269226.509560804	289463.201918519	316991.637126172	398167.235012804	470972.721856372	502828.981504543	510943.774033168	568573.800111957	640210.22709369	406879.101828771	439435.652966672	565916.013424349	575637.82878577	460718.22216504
tr|A0A0G2K4W2|A0A0G2K4W2_RAT	219466.653803659	211788.180210203	211937.6993865	243062.362392041	177625.390578171	176053.885061597	235668.783849353	176981.049462492	166535.040286216	155346.053419061	204248.364060395	107562.204237207	120461.578084782	123234.89764188	126735.699270775	116890.237808714	152759.255306032	121822.538798032	130736.773256481	121802.163016846	120740.701421473	110549.323317475
tr|A0A0G2KA79|A0A0G2KA79_RAT	1689314.15731959	1671492.55738149	1624577.32459336	1642102.38340682	1301792.64713599	1262755.79638055	1744004.22791155	1541692.79202433	1207190.66494362	1246374.56152561	1518102.672378	1479074.52237562	1458041.38746621	1440346.51554349	1350314.87455749	1243751.9113225	1433084.10521581	1361110.94744148	1297071.31291237	1395753.85936043	1318149.92370359	1379883.40547157
tr|F7F2F3|F7F2F3_RAT	4037091.63540082	3970599.91499742	4033869.94619475	4023451.68668468	4049998.85355276	4111116.26492486	4306007.28729938	3748071.8034264	4171255.35503348	3956437.90958961	4187595.38467105	2937269.35613109	2989086.36659263	3130326.35149058	3070834.43929598	3071346.24000938	3296135.04824297	2911634.10058626	3050886.70320914	3488638.59927705	3279672.46469119	3036301.6261485
tr|F1LPJ1|F1LPJ1_RAT	81161.2031733797	79304.6832241366	81618.9691002887	82224.2747078857	82014.1329505373	90989.2468197574	80814.4067023373	67305.3119174071	84209.9666410439	77139.4570110486	80077.9412008354	104270.640640487	96522.0790921611	93333.9880654562	88173.2986006137	96622.8118900245	97510.5637733762	100556.918613958	103460.906799589	112945.607573621	95874.9340990533	96479.8228833896
tr|A0A0G2K9S3|A0A0G2K9S3_RAT	324200.901657505	309799.699247541	328383.37684229	314569.235508169	322672.421703751	315682.326514535	279549.25827073	303331.297042081	313307.665145382	311659.318369034	311368.834640797	310399.218062045	316521.083486574	318140.356156544	299498.667253284	308509.985118629	316580.230660214	300594.109664244	299991.869614464	303808.415357633	293758.313461845	317548.856764714
sp|Q66H62|CYLD_RAT	323102.498986776	284750.767355499	294830.11591058	271025.848861193	322844.386321502	305467.091370849	252146.788367358	330344.267892381	307878.758045567	282075.307282375	296646.01341308	257215.632171642	259734.501910327	284276.331381553	295194.678755079	276240.073327238	252398.461125808	288956.771227102	279506.841312196	252137.112717327	257573.836560435	281668.078773754
tr|A0A0G2K2E4|A0A0G2K2E4_RAT	60531999.5784485	62683523.3841471	58997456.5259258	60295323.8753441	61105330.3686978	59978124.2809064	64160012.689295	60324500.9581771	62242525.9280807	65695621.3779726	62558156.3148187	37087777.2177049	34656516.6950422	38442966.3272618	37126983.1223393	37799525.6157378	36898131.5754903	37918957.6410054	37118747.5245525	37458489.955268	40119102.2217096	39061335.7124584
sp|P60711|ACTB_RAT	49850902.0150526	50131718.1203616	48812543.7933007	52135557.3747777	54510650.7922302	52756735.3961321	49238666.5685745	63068124.4113946	56707309.1489207	50231453.694422	53471520.6378912	41846220.5743005	43136407.1398767	42976830.2236737	40352764.8842003	39982230.373338	38983160.6186682	42830409.6666503	40540129.8547128	42881619.3738385	41900398.8721635	41977091.4146155
sp|Q4KM93|TM177_RAT	118972.994041325	116154.889914101	121166.646633918	117193.938259309	132207.513802669	121799.70743244	112826.797248784	125995.016191252	119979.399342188	121067.42880343	118297.343630272	120103.965596537	125597.412477377	117438.636341561	113141.987270505	162569.351442254	149654.799100792	119266.401311582	118452.148024	142714.025857613	144708.088482445	153523.717520354
sp|P31232|TAGL_RAT	1457043.33741831	2080348.5185903	1964499.96237906	1836885.58422786	1685941.5402226	1833284.94323583	1583033.12354679	1244023.54205717	2064585.30281381	2146555.65787352	1787204.52198643	2279187.93591317	2254900.87419482	1926527.86224904	2367120.53810461	2231688.65939768	2128541.31990439	1747080.87614142	2218292.53737098	1966101.36852614	2465477.63989165	2103205.54532103
tr|B2GV74|B2GV74_RAT	1128020.68149167	1105579.54204806	1127108.61700124	1131073.83231033	1072795.62989166	1095090.55796371	927204.813372254	1063998.29165734	1069117.6589442	988064.704489893	1063230.00551343	899440.366873711	833578.086897067	866420.903307595	840201.484070278	904375.895770835	861794.898776784	895604.900584277	945735.075067477	923963.560071108	871915.977926276	864962.857792769
sp|Q32Q06|AP1M1_RAT	1636468.17915119	1766810.91572735	1668612.93839721	1752035.41328978	1739995.77625575	1711667.19991036	1819783.57485914	1661176.14694089	1670705.27647819	1726977.55799263	1772260.31343265	1762030.57874181	1819204.42485775	1788416.25992138	1785524.31575986	1778924.4628621	1845983.36573651	1777518.30397916	1808180.50483757	1754937.29418649	1769230.71113072	1813892.75971952
sp|Q04400|ADCY5_RAT	486610.192902358	491078.38888983	452093.346992959	473583.598176331	505835.607211205	448189.54913959	443538.243400096	523651.272214869	446110.327847783	455866.856161825	440180.60411508	224834.108630522	262713.797352312	249786.237233073	283167.54613678	246818.904545563	213995.895367731	255157.545180609	271741.497386475	263272.98038093	250000.260523234	268607.008552142
tr|F1M6T3|F1M6T3_RAT	51852.8882705938	42443.4852647184	36181.2580869355	43171.3537346271	41051.868694134	37332.644277876	24081.8126123288	41785.2289770287	44165.4161653625	37025.0688876867	39806.4915238159	31942.8287214647	30117.6455262284	34458.0024109987	33419.9699043245	35831.6702798484	30461.9683722716	34001.319894846	29732.6215720285	30936.6229215067	28876.5985258215	31152.9348516617
sp|P11250|RL34_RAT	1361681.09128689	1236319.39586232	1280153.90658702	1153803.60855264	895928.402136953	928672.772726026	1306116.32065157	1215243.44291412	925414.433543343	815455.602662356	1103014.39444534	753610.511418871	711031.34042326	714139.784777776	702284.276037538	588282.609942035	653986.153041686	658917.529690635	617453.641679756	686891.080851448	617024.828195717	569675.801720365
tr|F1LXS5|F1LXS5_RAT	59102.2400095125	62286.6621505524	59127.8948892887	67778.9904307743	59742.3382233051	73815.1038502578	74574.4000990598	75968.8225434886	68671.9842057577	68561.9473764844	61906.1344273468	63891.8100564297	66739.6265213573	66308.8118869016	70410.9155199392	67019.3782683623	63650.6638107336	64002.765250954	69764.9354195641	68203.8825740132	64590.0560724023	65207.6673786629
sp|P80067|CATC_RAT	22921.729894937	27099.1998296264	27709.4378445122	30289.5328128344	25578.1208093923	27530.2979803456	27036.1231904249	29406.0656995462	28258.0701415724	35626.6956742868	27556.0458448963	8881.64035134228	14506.5542587886	14196.5763675063	13351.5537915602	12020.2172981603	12790.3492234267	11528.2318350871	15849.4659688842	12206.1587273492	13055.4171853057	12093.421918363
tr|F1LX55|F1LX55_RAT	22515.564481364	15584.6325971245	16527.8891902496	18757.1949849245	19565.1782966701	19944.4831533502	21366.5261171196	18618.8072314977	15970.1267550325	20064.1996281178	18080.8704923715	17567.6154028339	14161.4239117893	18312.4030884301	17987.1226675134	18813.8447165501	19050.282969072	17694.6636350925	17986.397795328	16272.8844706653	18444.8706832864	20331.8627028825
tr|M0R6X6|M0R6X6_RAT	87221.7351782023	97817.2748704437	64101.5565808974	65066.1556648711	91017.6649543639	88473.2790648153	90947.2755553432	89383.307901125	70221.5526226697	91886.9097346822	83226.3444968454	268170.163739905	306261.56535493	259133.333176731	285068.492759119	236909.743887679	243017.564662176	238931.871800356	241888.143662921	218493.963597713	258522.801206805	245063.527195815
tr|G3V8T7|G3V8T7_RAT	446667.780291245	430976.587234225	404321.574987216	426611.393639865	443760.417069862	432145.850613521	453560.500887233	456119.892588589	437294.02915043	450247.01821344	435853.859985412	302295.329299915	306318.953977342	307850.303947534	291555.00980781	273141.776456378	312570.435890023	299664.89735752	295159.941741595	326965.169152087	296955.020600229	305718.633670023
tr|D4A5S9|D4A5S9_RAT	105419.159101433	116462.877463094	93698.7281345465	97582.1099452443	98017.3818200785	119792.377497845	102374.52381397	105994.249097146	117245.051236629	106168.002428671	108161.673760844	60812.4970852053	57473.8909501615	57625.3805141985	55940.2916755886	60079.6639765701	53708.8448363585	58519.0205408434	55398.037682563	56840.762859523	62249.2620267515	56893.117558777
cu|21604_3557|cu	49912.0512162598	49912.0512162598	49912.0512162598	49912.0512162598	49912.0512162598	49912.0512162598	49912.0512162598	49912.0512162598	49912.0512162598	49912.0512162598	49912.0512162598	31919.5856081478	24228.5007269038	58260.3424260901	57877.5102839785	58913.7149885858	56882.0871308003	64830.0010545022	67006.9702453539	45632.2013573801	52689.3855914976	52457.7587250244
tr|A0A0G2JWG0|A0A0G2JWG0_RAT	14934.567658829	17679.7576962548	15670.6492832984	17857.8121229208	16870.2146160369	18068.3134630086	17229.3821453569	14878.8123336127	17293.6538450448	15963.6615008611	16574.4470955819	34233.2538354872	36483.7628212336	32859.6892942155	37928.5223765482	39621.1631650518	40788.6402241116	37094.757822944	38142.4668434751	35600.5330814914	33852.4395575997	40926.4127306077
sp|Q569C0|TM100_RAT	79821.621929795	73475.0155961715	81779.7912942947	62677.9129880282	69790.9558837143	68368.9786545194	110031.709455453	58564.2258824022	76201.8973002785	68426.6436137774	73910.6445035277	71089.135934242	85016.621150925	85093.958204669	83394.0538607851	60935.3322699734	84281.7121838576	70559.0527078029	74437.637659205	78310.4336020998	69673.8219489333	71502.404121015
sp|P68511|1433F_RAT	33257454.5096724	32769222.5424158	31643629.8702914	32901190.8885237	34786096.1997396	33495612.3236122	34675384.9408901	32463635.8572995	33259535.1934863	34091828.0175278	34441944.1827604	28564162.3904599	27012914.5656661	28868164.8763445	28475789.0629623	29853369.6082745	30590480.8748925	30579952.5355157	28411313.5731222	28462986.6859293	30758154.5209039	29840907.2004372
cu|21604_4525|cu	422760.173298508	429978.010879388	27744.979817217	26282.8006772892	425734.305955506	374757.355327288	32904.0226972322	23487.9451091861	383478.091074415	405803.615581567	279198.138465056	99225.3379083196	89501.0609165292	99034.6814294736	77449.4019730446	86158.5814087111	63292.4475627368	90633.3193993724	71167.8336926348	82642.1243927778	67625.6308463037	90873.1494443506
tr|G3V6T1|G3V6T1_RAT	890504.552180382	922187.794584094	968132.798101411	913459.41727933	858876.390167756	923839.305405409	819500.072025055	887411.567872419	933697.207870985	883113.235844041	882473.946547428	756130.666007863	785335.14517125	734887.175109698	743441.970960945	762718.398721319	741399.397626384	738468.340193521	757393.414568208	699771.807768046	685272.66774108	752611.055549448
sp|Q56AP7|CRBN_RAT	317235.314942333	299026.115747076	347025.151432148	305749.096639907	309692.56882976	298768.716692631	272105.226477239	306507.839994251	315907.599594885	297506.676200605	301974.910455161	197996.609123207	202492.884537712	193297.175584902	190072.829913221	201276.580952537	187988.938755143	194007.263918192	190336.177338893	195371.330484121	187098.945731113	191215.46487323
tr|F1M1I3|F1M1I3_RAT	117832.910713556	116737.394068744	145332.710974339	124050.516746068	115811.777517842	130929.918605636	111999.656891628	129347.018647772	174971.971004748	158948.886898363	136943.463342422	252697.557486762	277698.865403227	209626.52859933	217517.477357942	204407.564298915	224000.154295331	269072.352866601	261669.317340702	224630.496946585	228950.381778291	235591.929393286
sp|P04550|PTMS_RAT	6585429.2991451	6744509.03994936	6306047.39609138	6815870.03806455	6922269.80497116	7042255.76940283	7948729.95535076	6074890.92187267	7020926.91059956	7053171.88770639	6908238.13211444	1377589.65819137	1225165.74890007	1304930.97226611	1174673.45526466	1374687.55166519	1328720.69186819	1426354.36512279	1344892.06453364	1380070.8832421	1397758.09366304	1332440.31651024
sp|Q5PPN5|TPPP3_RAT	3053825.72416348	4179219.89848956	4064520.05221875	3302193.14723254	2981882.93603772	3693880.11681311	4523660.92499401	2672328.73420872	4510658.45720376	4174244.48641698	3980834.09389274	2420692.17947278	2560819.36862521	2418615.88698011	2764257.72565972	2777884.56112925	2462579.36432659	1886376.8101882	2688471.95353653	2859214.27790053	3159537.25083081	2461380.9351585
tr|A0A0G2K4F6|A0A0G2K4F6_RAT	573883.034303605	501479.299343264	519224.904484595	520897.057353895	399293.094312922	406336.755594618	394843.877517085	521432.338419386	380273.651880519	371769.603872337	471791.655140813	285056.314192776	289503.274754765	298800.561772107	285611.783252776	256840.91854769	299697.945719842	292946.740895743	280388.070679453	315201.210735261	254020.014947556	279165.726784958
tr|D3ZJA9|D3ZJA9_RAT	197464.353493089	212867.339031079	217020.540501816	208591.69802629	211287.013063524	235511.712649638	191407.266301327	236463.273576113	261839.489604936	256354.683577698	215242.814218066	71341.7335514311	78650.9710240249	88243.5754109072	78755.1222822636	74342.8949784037	62060.9298079917	67390.0363177382	68258.1587468902	73282.0875246797	75415.5553698277	68364.0010308699
sp|Q64194|LICH_RAT	58168.4967566299	59957.0665022814	68125.5367987731	62103.5136618019	63005.4995023179	69392.4524016317	64065.6372420074	51021.8442273426	68150.8150270997	64587.5366217463	62111.701540029	82423.355332042	86088.1663947853	68030.6746276182	70971.1034540159	82808.7997401912	79770.7086432943	78226.9291472966	82612.1806353953	72710.2607067022	78659.1459068808	74073.1342187002
sp|A1A5P0|BORG5_RAT	84556.7535183781	62234.8432825	84773.3045780106	84407.3591875675	60413.0345850961	66614.1935556864	76100.2192910254	87940.4300668422	79303.6935011382	65593.7448772621	76587.332899785	61360.5832539741	73788.4866825017	63391.0662513058	64374.6660587823	61826.8086000782	57033.9140319834	60667.4487721028	71665.9261623355	64770.8798793791	50195.5079597696	61945.6331191641
