X.GN.	X.Pr0B_0h1.	X.ProB_0h2.	X.Pr0B_1h1.	X.Pr0B_1h2.	X.Pr0B_4h1.	X.Pr0B_4h2.	X.Pr0B_16h1.	X.Pr0B_16h2.	a
"sp|Q8VCY6|UTP6_MOUSE"	20.3530099204926	20.2994056296082	20.3621962198535	20.3346166896748	20.3338549995639	20.3001200995543	20.6333161496235	20.5868194396434	0.966786170213793
"sp|Q9CXK8|NIP7_MOUSE"	18.4168239001496	18.3918910598018	18.451284459981	18.3725849399777	18.450993849914	18.4415209600677	18.7561376401355	18.9121903398823	0.966448554148662
"sp|Q8BGS0|MAK16_MOUSE"	16.0227615599833	16.0667871499041	15.871788749911	15.9939290200998	15.9586263100315	16.0542675699102	16.5650812900701	16.6698144595937	0.966348260745042
"sp|A2APV2|FMNL2_MOUSE"	17.9052448499136	17.8417853399156	17.9489592101208	17.9200445899528	17.9449375697374	17.8818891800271	18.2112338000689	18.2800609698359	0.965034760402782
"sp|Q8K4F6|NSUN5_MOUSE"	17.9150043699932	17.9324261299068	17.8835449198463	17.9364533498672	17.8480036396982	17.9771299497337	18.1994678201136	18.2519108199989	0.964959904571134
"sp|Q91YK2|RRP1B_MOUSE"	19.5929254899827	19.5107407499673	19.5306818299806	19.6388108399753	19.5517033799916	19.5890794900317	19.8787043200384	19.9716506095652	0.964596517070283
"sp|Q8C0P5|COR2A_MOUSE"	18.5387872198976	18.5591201600469	18.5400847401254	18.4581426401254	18.573282489861	18.5790977900768	18.8758571200351	18.8187040900711	0.964174050409782
"sp|Q9CPT5|NOP16_MOUSE"	17.3385493396942	17.2691982303069	17.396592750033	17.2313808598439	17.3632387804171	17.3785878998293	17.7884884402841	17.6941041199217	0.964130072302001
"sp|P81122|IRS2_MOUSE"	14.96001911014	14.8703706802252	14.9550877299064	14.9705106397831	15.0176449300214	15.0354310200486	15.2199991399846	15.2466033600528	0.964085874918148
"sp|Q99L48|NMD3_MOUSE"	18.6284619699381	18.6859911100437	18.5326532199111	18.7034886301624	18.6849381801284	18.748374369978	19.1314707100257	19.2713454099702	0.963599692209435
"sp|O88878|ZFAN5_MOUSE"	14.3046242698304	14.34614606017	14.4184892601424	14.3007326999991	14.3959078503003	14.4056446801696	14.7630140402024	14.9382725999839	0.963548256259069
"tr|B1AX95|B1AX95_MOUSE"	18.3027985601238	18.3282820802088	18.4206280598935	18.3609754000773	18.355513310051	18.3943001800394	18.6882895301637	18.6101083601381	0.963426191768078
"sp|Q9CR47|NSA2_MOUSE"	17.2536318898746	17.0026153096697	17.1578856701484	17.0913569795938	17.1430210697049	17.3144757302457	17.7036990102416	17.6607373198851	0.9627013373597
"sp|Q99KN1|ARRD1_MOUSE"	14.9537134998656	14.9060248498996	15.0085084600757	14.8705992598424	15.045067069789	14.9900675099014	15.6054916499486	15.4108156900079	0.962534267289094
"sp|A2APV2-3|FMNL2_MOUSE"	17.8938192599677	17.8361590001146	17.9460451898521	17.9178974999328	17.9373014899327	17.8693855100667	18.196543489913	18.2373260698937	0.962475619666476
"sp|O08528|HXK2_MOUSE"	19.2653543301098	19.2766249300731	19.3129977500011	19.3802418799002	19.3115463199675	19.3004506900267	19.6004823599485	19.5811264099286	0.9622518027248
"sp|Q9JJG9|NOA1_MOUSE"	17.2130424402139	17.1436687998363	17.2511416701545	17.1235730203009	17.2332038600127	17.2931562098227	17.5675251003512	17.5049186403306	0.961792463731298
"sp|Q9D903|EBP2_MOUSE"	19.3893959201	19.3329509099054	19.3499682999444	19.4543269000095	19.2586910299954	19.475400439916	19.8140526999406	19.8829654199902	0.961678160623452
"tr|E9QAN9|E9QAN9_MOUSE"	18.6618175901037	18.5258354398534	18.6422621098723	18.5960491399682	18.6430739799894	18.849648530005	19.1051228399646	19.1078833399642	0.9613990459321
"sp|Q99NA9|PCGF6_MOUSE"	16.3103938199195	16.3528016500276	16.4374524799802	16.2401492699391	16.3631881800771	16.4551463199301	16.8162618302981	16.7834561299942	0.961234881639059
"sp|Q8R2Q8|BST2_MOUSE"	14.103701800025	14.3158817699253	14.2466816100585	14.1473331603924	13.9601967895649	14.4115218201007	15.1870277199639	15.2751344099663	0.961077171557378
"sp|P63325|RS10_MOUSE"	21.6661059800593	21.6436611499164	21.7461511299725	21.6922329599837	21.6591964901524	21.7822381100521	21.9601154299423	21.9457335700605	0.960811314251829
"tr|J3QN89|J3QN89_MOUSE"	17.1358064904193	17.1353547002266	17.1454728901484	17.1935641695615	17.2327680601379	17.2961069197742	17.4998542601762	17.6499320599988	0.960543833203011
"tr|Q61635|Q61635_MOUSE"	22.0492640098985	21.9782041900272	22.0433450399342	21.940259400063	22.0688041498883	22.0656537799319	22.3415515499242	22.2899788898929	0.960373740808835
"sp|Q9DCH4|EIF3F_MOUSE"	20.3412192198747	20.4139827697128	20.4252253801762	20.4490051600482	20.395053939572	20.4883236495714	20.6765799798843	20.67434951028	0.960138506619765
"sp|Q61543|GSLG1_MOUSE"	19.0509854199605	19.2084526999288	19.095201049983	19.2053311900417	19.273576600015	19.2727128699404	19.6774576499449	19.7441332999492	0.959516234155754
"sp|Q9CZU4|ERAL1_MOUSE"	16.7046528593946	16.6975501194142	16.5671013099624	16.6578997402352	16.6955123403435	16.6488699104098	17.0718148699175	17.1490330703185	0.95823620836163
"sp|Q91VE6|MK67I_MOUSE"	18.3317223700025	18.0739284800296	18.2289524599763	18.3284033298134	18.2195933001046	18.2662178500999	18.7518416800181	18.7678370999256	0.958148566899861
"sp|Q9CYX7|RRP15_MOUSE"	17.4083935099754	17.2397493204399	17.3894726502104	17.393527729849	17.3108319701657	17.500413179747	17.8549327601183	17.7483917097173	0.957841147402396
"sp|Q8R3N1|NOP14_MOUSE"	17.4575011897623	17.3134465600855	17.3863978701174	17.477179509741	17.397195220147	17.5129882396423	17.7457902096875	17.7512264902772	0.957547689551672
"sp|Q6DID7|WLS_MOUSE"	15.9267829000269	16.0423870800423	15.9469922400115	15.9394345399709	15.9613650900446	16.105396269906	16.3451002200725	16.4122267499934	0.956872013071284
"sp|Q80XN0|BDH_MOUSE"	17.5423583202753	17.4660576100451	17.5767316997834	17.5281873902091	17.5999408096737	17.651960430222	17.8355403298321	17.8121219603131	0.95682739434907
"sp|Q640M1|UT14A_MOUSE"	19.9390963906295	19.8646154399467	19.9318103505226	19.9273581699334	19.8341384499423	20.000736629613	20.1917135899593	20.2181317203595	0.956721094261032
"sp|Q64514|TPP2_MOUSE"	20.1591941497839	20.1737153805354	20.180337559667	20.1994175998581	20.2779057304197	20.1977966302416	20.4368371904284	20.4890637604276	0.956634853191573
"sp|Q14BV6|YDJC_MOUSE"	15.1759170000708	15.2229240499846	15.2628285898342	15.1070249300369	15.1761608500643	15.2603748101544	15.6366937200846	15.5439274599166	0.956438167799017
"sp|Q9R1T2|SAE1_MOUSE"	21.4359265000601	21.42178720977	21.4286809398542	21.3736438802525	21.4938390301044	21.3980003298801	21.749163399938	21.7118879498858	0.956434520776204
"sp|Q9D1L0|CHCH2_MOUSE"	16.4855523900328	16.5233709699372	16.5579005500091	16.5948463499388	16.6489972400412	16.7461040803895	17.0596140304007	16.9630063400032	0.956340325699085
"sp|P21956|MFGM_MOUSE"	14.4496739498772	14.4407444099635	14.2228411196784	13.9359124398425	14.7320583002309	14.8863861899774	16.1785402200413	16.0377114400027	0.955019847117362
"tr|Q62293|Q62293_MOUSE"	17.3938778603821	17.3056436400987	17.4379367302814	17.4705645698182	17.5393421699765	17.6233610498273	17.9634650497536	17.8762083600405	0.954602418172082
"tr|Q62029|Q62029_MOUSE"	21.2504416297713	21.2296946797531	21.2500761398358	21.2468841598919	21.2989002801756	21.424305959775	21.5565956300227	21.6221260801915	0.954526579450128
"tr|Q3V117|Q3V117_MOUSE"	22.0222528999108	21.9168714698621	22.0154670898955	21.9741156500512	22.0011537598488	21.9343127398796	22.2954218299734	22.2690092699277	0.953945052849164
"tr|Q8BK35|Q8BK35_MOUSE"	16.6559328404336	16.4796656500536	16.6103533099303	16.7143345804038	16.578183370034	16.7105679706545	17.2616368502754	17.0535337195776	0.953796093347019
"sp|O35134|RPA1_MOUSE"	18.2533552897907	18.1720851898296	18.2677557298199	18.3209674499807	18.2531285199525	18.209676849817	18.5855895700164	18.5661103001584	0.953711059050771
"sp|Q8CD92|TTC27_MOUSE"	18.6934898001029	18.7086820700891	18.6640043599368	18.7298555098857	18.663704380086	18.6739213300691	19.0013423699299	18.9266777998952	0.953669114019399
"sp|Q9JI13|SAS10_MOUSE"	17.9696714400924	17.8735119499346	17.8886738999255	18.0002636101843	17.8232240700172	18.0045071698461	18.3009649098518	18.3427269400726	0.953524780973381
"sp|Q8BX17|GEMI5_MOUSE"	19.4725746899545	19.4979292499128	19.5122244200425	19.5195379200942	19.5053963999957	19.4425672200609	19.7944062500646	19.7525676400215	0.953096102143564
"sp|Q91V92|ACLY_MOUSE"	22.0213319699725	21.9116867900278	22.0132043800941	21.9718444900413	21.9970613798891	21.9306370501252	22.2952249900367	22.2682855901398	0.952881286595781
"tr|Q3UW83|Q3UW83_MOUSE"	21.4807619398711	21.3897614199808	21.5612497001818	21.4995450998282	21.4756422598738	21.6162969298599	21.8376510898454	21.8098150900212	0.952419733924715
"sp|P27659|RL3_MOUSE"	23.2445300300532	23.0805713900396	23.2019652599933	23.2272412799522	23.0824647399676	23.2356642800577	23.595946510113	23.5515922400855	0.952380896812504
"sp|O35973|PER1_MOUSE"	15.256940869867	15.2961846500204	15.3697820799066	15.3529824000445	15.4077681800154	15.457557759982	15.7321668701282	15.6440536699383	0.952246547654008
"sp|Q99LC8|EI2BA_MOUSE"	18.7106510599595	18.7579457098925	18.7356050898468	18.7139122500994	18.6677340999014	18.7774180000053	18.9745564799205	19.0779285300473	0.952037260639651
"sp|Q80UZ2|SDA1_MOUSE"	18.0150849001131	17.8914924499289	17.9468771498476	17.8633883500324	17.8151981602968	18.0451341800638	18.3763291498787	18.3620479099002	0.951281846420188
"sp|Q62393-2|TPD52_MOUSE"	16.1414904700693	16.1278617698993	16.1208734999428	16.2294904300403	16.2550158299654	16.5725547500178	16.9355858003927	16.8806735298685	0.950833795435595
